STOK ID,STOK Kodu,Barkod,Ürün Adı,Kategori,Marka,Alış Fiyatı,Kar Marjı (%),Satış Fiyatı,Piyasa Fiyatı,Tedarikçi,Ofis26 Satış,HEPCAZİP Satış,Güncel Stok,Raf,Kasa,Palet
,1319577,8680454931147,Kraf Yapışkanlı Not Kağıdı 76X76 400 Yaprak Bright,Not Kağıtları,Kraf,,20,,,Tanımsız,0,0,,,0,0
,,8699432939013,"Cassa Inoxy Makas 25 cm (8,5 inç) 8390-25cm",Makas,Cassa,,20,,,Tanımsız,0,0,1.0,9,0,0
,2531,8697439638076,Kartvizit Albümü 600'lü SC600,Organizer,Serve,,20,,,Tanımsız,0,0,,,0,0
16918.0,BION-7,8691217932400,Bion Büro Makası 25 Cm 9324,Makas,Bion,,20,,,Tanımsız,0,0,18.0,9,0,0
16908.0,BION-6,8691217932202,Bion Büro Makası 23 Cm 9322,Makas,Bion,,20,,,Tanımsız,0,0,44.0,9,0,0
16906.0,BION-07,8691217932103,Bion Ofis Makası 20 Cm 9321,Makas,Bion,,20,,,Tanımsız,0,0,49.0,9,0,0
,278100629,8691217770729,Mas Laminasyon Filmi Parlak A3 125 MIC 100'Lü,Laminasyon Filmi,Mas,,20,,,Tanımsız,0,0,30.0,B1,0,0
,278100628,8691217770613,Mas Laminasyon Filmi Parlak A4 125 MIC 100'Lü,Laminasyon Filmi,Mas,,20,,,Tanımsız,0,0,60.0,B1,0,0
16904.0,MAS7705,8691217770521,Mas Laminasyon Filmi Parlak A5 125 MIC 100 Adet,Laminasyon Filmi,Mas,,20,,,Tanımsız,0,0,20.0,B1,0,0
16597.0,M0505-RG,8691217050531,Mas 505 Perfore Üçlü Set - Rose Gold,Organizer,Mas,,20,,,Tanımsız,0,0,,,0,0
,1134012,8680454907364,Kraf Laminasyon Filmi Parlak A4 125 Mic. 100'lü,Laminasyon Filmi,Kraf,,20,,,Tanımsız,0,0,3.0,B1,0,0
16887.0,PD-03,8697548850345,Play-doh Kuru Boya Tam Boy 12 Renk,Kuru Boya,Play-doh,,20,,,Tanımsız,0,0,20.0,34,0,0
16895.0,PD-04,8697548850369,Play-doh Kuru Boya Tam Boy 24 Renk,Kuru Boya,Play-doh,,20,,,Tanımsız,0,0,5.0,34,0,0
16896.0,PD-05,8697548850383,Play-doh Kuru Boya Tüp 12 Renk,Kuru Boya,Play-doh,,20,,,Tanımsız,0,0,12.0,34,0,0
16897.0,PD-06,8697548855227,Play-doh Kuru Boya Jumbo Üçgen 12 Renk,Kuru Boya,Play-doh,,20,,,Tanımsız,0,0,5.0,34,0,0
,17816,4012700351210,Pelikan Istampa Mürekkebi 28 ML Mavi,Mürekkep,Pelikan,,20,,,Tanımsız,0,0,0.0,8,0,0
16972.0,PLK-STMP-K,4012700351227,Pelikan Istampa Mürekkebi 28 ML Kırmızı,Mürekkep,Pelikan,,20,,,Tanımsız,0,0,29.0,8,0,0
,,8691217080286,ataşlık mıknatıslı-mavi,Organizer,,,20,,,Tanımsız,0,0,62.0,31,0,0
16970.0,PLK-STMP-S,4012700351197,Pelikan Istampa Mürekkebi 28 ML Siyah,Mürekkep,Pelikan,,20,,,Tanımsız,0,0,15.0,8,0,0
,308182,4012700310606,Pelikan 4001 Dolma Kalem Kartuşu Uzun 5'li,Mürekkep,Pelikan,,20,,,Tanımsız,0,0,,,0,0
,236056,,Pelikan Tükenmez Kalem Jazz Nobble 12'li,Mürekkep,Pelikan,,20,,,Tanımsız,0,0,,,0,0
,,8681241367798,Faber Castell Karton Çantalı Pastel Boya 36'lı,Pastel Boya,Faber Castell,,20,,,Tanımsız,0,0,2.0,33,0,0
,228842,,Pelikan Dolma Twist Roller Kalem 15'li,Mürekkep,Pelikan,,20,,,Tanımsız,0,0,,,0,0
17041.0,M0810-D,8691217081009,Mas 810 Masaüstü Organizer Duman,Organizer,Mas,,20,,,Tanımsız,0,0,,,0,0
17052.0,M0810,8691217081009,Mas 810 Masaüstü Organizer Şeffaf,Organizer,Mas,,20,,,Tanımsız,0,0,,,0,0
16898.0,FC-11,8690826165247,Faber Castell Kuruboya 24 Renk Tüp,Kuru Boya,Faber Castell,,20,,,Tanımsız,0,0,3.0,34,0,0
16888.0,FC-25,8681241128948,Faber Castell Kuruboya Jumbo 12 Renk,Kuru Boya,Faber Castell,,20,,,Tanımsız,0,0,5.0,34,0,0
,,8691927461061,Kraf Permanent Markör Kesik Uçlu Kalem Mavi,Permanent Kalem,Kraf,,20,,,Tanımsız,0,0,3.0,51,0,0
16880.0,BC-4,3270220022503,Bic Kuru Boya Tam Boy 12 Renk Tropik Renkli,Kuru Boya,Bic,,20,,,Tanımsız,0,0,5.0,34,0,0
16884.0,BC-1,3270220022510,Bic Kuru Boya Tam Boy 24 Renk Tropik Renkli,Kuru Boya,Bic,,20,,,Tanımsız,0,0,5.0,34,0,0
17053.0,M0812-S,8691217081290,Mas 812 Masaüstü Organizer Trendy Siyah,Organizer,Mas,,20,,,Tanımsız,0,0,,,0,0
,6393,8691474831805,Leitz L Poşet Dosya 100 Lü,Poşet Dosya,Leitz,,20,,,Tanımsız,0,0,2.0,,0,0
16883.0,FC-42,8681241088105,Adel Kuruboya Tam Boy 12 Renk,Kuru Boya,Adel,,20,,,Tanımsız,0,0,5.0,34,0,0
16886.0,FC-59,8681241088303,Adel Kuruboya Tam Boy 12 Renk Tüp,Kuru Boya,Adel,,20,,,Tanımsız,0,0,14.0,34,0,0
17044.0,0886K,8691217088626,Mas 886 Magazinlik Kırmızı,Organizer,Mas,,20,,,Tanımsız,0,0,,,0,0
17457.0,SCS-106,8690187385766,Scrikss Broadline Jel Kalem Mavi 1.0 mm,Tükenmez Kalem,Scrikss,,20,,,Tanımsız,0,0,213.0,53,0,0
16863.0,KK3210-FAT,8690216250102,Fatih Kopya Kalemi Kırmızı Ekonomik Hb x 12 Adet,Kurşun Kalem,Fatih,66.75,20,80.1,,Tanımsız,0,0,84.0,42,0,0
,46225,8690216151027,Fatih Dereceli Kurşun Kalem 2B,Kurşun Kalem,Fatih,1.34,20,1.61,,Tanımsız,0,0,151.0,42,0,0
16866.0,12060-FAT,8690216120610,Fatih Kurşun Kalem Mercanlı Pastel Köşeli 12'li,Kurşun Kalem,Fatih,10.9,20,13.08,,Tanımsız,0,0,439.0,42,0,0
17511.0,SCS-109,8690187378454,Scrikss Dna Jel 0.5 mm Kırmızı Tükenmez Kalem,Tükenmez Kalem,Scrikss,,20,,,Tanımsız,0,0,0.0,57,0,0
16876.0,FC-2,8681241386843,Faber Castell Jumbo Başlık Kalemi 48'li,Kurşun Kalem,Faber Castell,400.0,20,480.0,,Tanımsız,0,0,97.0,41,0,0
17503.0,SCS-108,8690187378447,Scrikss Dna Jel 0.5 mm Mavi Tükenmez Kalem,Tükenmez Kalem,Scrikss,,20,,,Tanımsız,0,0,10.0,57,0,0
16877.0,FC-3,8681241359557,Faber Castell Jumbo Okul Kalemi 48'li,Kurşun Kalem,Faber Castell,392.0,20,470.4,,Tanımsız,0,0,63.0,41,0,0
,82217,8680454902857,Kraf Perfore Kalemlik 475g Gri,Organizer,Kraf,,20,,,Tanımsız,0,0,,,0,0
,82313,8680454902802,Kraf Çöp Kovası Konik Gri 520G,Organizer,Kraf,,20,,,Tanımsız,0,0,,,0,0
17058.0,MO3460-KRF,,Kraf Perfore Set 5 Lİ 455g Sİyah,Organizer,Kraf,,20,,,Tanımsız,0,0,,,0,0
17074.0,RPM-80/B,,Rubenis Paint Markör Beyaz,Paint Markör,Rubenis,,20,,,Tanımsız,0,0,,,0,0
16868.0,FBC4100,8690826141005,Faber Castell Kopya Kalemi Kırmızı,Kurşun Kalem,Faber Castell,12.0,20,14.4,,Tanımsız,0,0,4.0,41,0,0
16862.0,FBC6000,8690826216017,Faber Castell Köşeli Mercanlı Kurşun Kalem 12'li,Kurşun Kalem,Faber Castell,58.32,20,69.98,,Tanımsız,0,0,204.0,42,0,0
,,8692404943278,Pensan Jely 6 Renk Glitter Jel Pen,Roller Kalem,Pensan,,20,,,Tanımsız,0,0,10.0,66,0,0
,,4902778167465,Uniball UB-157D Roller Kalem Eye Fine Bilye Uç 0.7 MM Kırmızı,Roller Kalem,Uniball,,20,,,Tanımsız,0,0,12.0,57,0,0
,,6970777714025,Liqeo Super Smooth Gel Pen 0.7 MM Kırmızı,Roller Kalem,Liqeo,,20,,,Tanımsız,0,0,48.0,57,0,0
,,6970777714018,Liqeo Super Smooth Gel Pen 0.7 MM Mavi,Roller Kalem,Liqeo,,20,,,Tanımsız,0,0,139.0,57,0,0
16869.0,BC-9,3086123356429,Bic Kırmızı Kopya Kalemi 4'lü,Kurşun Kalem,Bic,13.42,20,16.1,,Tanımsız,0,0,5.0,41,0,0
16870.0,BC-11,3086123539006,Bic Evolution Üçgen Kurşun 4'lü,Kurşun Kalem,Bic,13.42,20,16.1,,Tanımsız,0,0,5.0,41,0,0
16871.0,BC-2,3270220000167,Bic Evolution 650 Hb Kurşun Kalem 4'lü Original,Kurşun Kalem,Bic,12.54,20,15.05,,Tanımsız,0,0,4.0,41,0,0
16867.0,FC-44,8681241360676,Adel Sakura Kurşun Kalem 6'lı,Kurşun Kalem,Adel,3.13,20,3.76,,Tanımsız,0,0,13.0,42,0,0
,,8693245592205,Noki Seperatör 1-20 Rakamlı Plastik A4,Seperatör,Noki,,20,,,Tanımsız,0,0,24.0,75,0,0
16858.0,MAS-64,8691217072083,Mas Selefon Bant Makinası Flash Mavi 12x33 720,Koli Bant Makinası,Mas,,20,,,Tanımsız,0,0,8.0,6,0,0
16856.0,MAS-60,8691217064095,Mas Selefon Bant Makinası Fiesta 12x20 Siyah 640-Siyah,Koli Bant Makinası,Mas,,20,,,Tanımsız,0,0,3.0,6,0,0
,164328,8680454930256,Kraf Paint Markör 830 Siyah,Paint Markör,Kraf,,20,,,Tanımsız,0,0,,,0,0
,11756,8680454930157,Kraf Paint Marker 830 Beyaz,Paint Markör,Kraf,,20,,,Tanımsız,0,0,,,0,0
16857.0,MAS-56,8691217072090,Mas Selefon Bant Makinası Flash Siyah 12x33 720,Koli Bant Makinası,Mas,,20,,,Tanımsız,0,0,,,0,0
16859.0,MAS-58,8691217072076,Mas Selefon Bant Makinası Flash Kırmızı 12x33 720,Koli Bant Makinası,Mas,,20,,,Tanımsız,0,0,7.0,6,0,0
16860.0,BN3311-MAS,8691217067508,"Mas Koli Bant Makinası 3"""" 675",Koli Bant Makinası,Mas,,20,,,Tanımsız,0,0,6.0,1,0,0
16846.0,56412-030,8693245311448,Noki Plastik Klasör Dar Sarı,Klasör,Noki,,20,,,Tanımsız,0,0,200.0,ORTA,0,0
16849.0,56411-020-1,8693245097021,Noki Plastik Klasör Geniş Beyaz,Klasör,Noki,,20,,,Tanımsız,0,0,168.0,ORTA,0,0
16852.0,56411-030,8693245564219,Noki Plastik Klasör Geniş Sarı,Klasör,Noki,,20,,,Tanımsız,0,0,161.0,ORTA,0,0
16847.0,56412-190,8693245097274,Noki Plastik Klasör Dar Siyah,Klasör,Noki,,20,,,Tanımsız,0,0,150.0,ORTA,0,0
16842.0,56412-0300,8693245002278,Noki Plastik Klasör Dar Beyaz,Klasör,Noki,,20,,,Tanımsız,0,0,125.0,ORTA,0,0
16845.0,56412-130,8693245002322,Noki Plastik Klasör Dar Mavi,Klasör,Noki,,20,,,Tanımsız,0,0,100.0,ORTA,0,0
16854.0,56411-0800,8693245311486,Noki Plastik Klasör Geniş Turuncu,Klasör,Noki,,20,,,Tanımsız,0,0,50.0,ORTA,0,0
17085.0,ED409565,4004764887538,Edding Cam Kalemi 3 mm E-4095 Fosforlu Sarı,Paint Markör,Edding,,20,,,Tanımsız,0,0,0.0,48,0,0
17092.0,KKY-EDDNG-750-SR,4004764018543,Edding Paint Marker E-750 Sarı,Paint Markör,Edding,,20,,,Tanımsız,0,0,,,0,0
,144503,8680454925672,Kraf Para Kontrol Kalemi 200G,Para Kontrol Kalemi,Kraf,,20,,,Tanımsız,0,0,,,0,0
17094.0,BC-5,3270220000341,Bic Plastidekor 12 Renk Kuru Pastel Boya,Pastel Boya,Bic,,20,,,Tanımsız,0,0,5.0,33,0,0
16843.0,56412-020,8693245311530,Noki Plastik Klasör Dar Gri,Klasör,Noki,,20,,,Tanımsız,0,0,25.0,ORTA,0,0
16848.0,56411-0801,8693245311493,Noki Plastik Klasör Dar Turuncu,Klasör,Noki,,20,,,Tanımsız,0,0,25.0,ORTA,0,0
,11788,8691474835131,Leitz Plastik Klasör Geniş Mavi 1010,Klasör,Leitz,,20,,,Tanımsız,0,0,554.0,ORTA,0,0
,11789,8691474835032,Leitz Plastik Klasör Dar Mavi 1015,Klasör,Leitz,,20,,,Tanımsız,0,0,300.0,ORTA,0,0
16837.0,PK4007-KRF,8698573120090,Kraf Plastik Klasör Geniş - Kırmızı,Klasör,Kraf,,20,,,Tanımsız,0,0,90.0,ORTA,0,0
17102.0,FC-45,4280837002000,Adel Pastel Boya 12'li,Pastel Boya,Adel,,20,,,Tanımsız,0,0,,,0,0
,45044,8680454901751,Kraf Telgraf Klasörü Geniş A5 Siyah,Klasör,Kraf,,20,,,Tanımsız,0,0,29.0,ORTA,0,0
,11759,8680454901737,Kraf Telgraf Klasörü Geniş A5 Kırmızı,Klasör,Kraf,,20,,,Tanımsız,0,0,5.0,ORTA,0,0
16825.0,PK4044-ESS,8691474983269,Esselte Plastik Klasör Dar - Mavi,Klasör,Esselte,,20,,,Tanımsız,0,0,990.0,ORTA,0,0
16824.0,PK4034-ESS,8691474984785,Esselte Plastik Klasör Dar - Kırmızı,Klasör,Esselte,,20,,,Tanımsız,0,0,180.0,ORTA,0,0
16827.0,PK4038-ESS,8691474983276,Esselte Plastik Klasör Dar - Siyah,Klasör,Esselte,,20,,,Tanımsız,0,0,180.0,ORTA,0,0
16826.0,PK4036-ESS,8691474983252,Esselte Plastik Klasör Dar - Sarı,Klasör,Esselte,,20,,,Tanımsız,0,0,120.0,ORTA,0,0
16834.0,PK4043-ESS,8691474000331,Esselte Plastik Klasör Geniş - Yeşil,Klasör,Esselte,,20,,,Tanımsız,0,0,65.0,ORTA,0,0
16830.0,PK4033-ESS,8691474202940,Esselte Plastik Klasör Geniş - Gri,Klasör,Esselte,,20,,,Tanımsız,0,0,34.0,ORTA,0,0
16832.0,PK4037-ESS,8691474983221,Esselte Plastik Klasör Geniş - Sarı,Klasör,Esselte,,20,,,Tanımsız,0,0,34.0,ORTA,0,0
16828.0,PK4040-ESS,8691474994067,Esselte Plastik Klasör Dar - Turuncu,Klasör,Esselte,,20,,,Tanımsız,0,0,50.0,ORTA,0,0
16835.0,PK4039-ESS,8691474983245,Esselte Plastik Klasör Geniş Siyah,Klasör,Esselte,,20,,,Tanımsız,0,0,48.0,ORTA,0,0
16833.0,PK4041-ESS,8691474994029,Esselte Plastik Klasör Geniş - Turuncu,Klasör,Esselte,,20,,,Tanımsız,0,0,39.0,ORTA,0,0
16823.0,PK4032-ESS,8691474202926,Esselte Plastik Klasör Dar - Gri,Klasör,Esselte,,20,,,Tanımsız,0,0,34.0,ORTA,0,0
16822.0,PK4030-ESS,8691474994050,Esselte Plastik Klasör Dar - Beyaz,Klasör,Esselte,,20,,,Tanımsız,0,0,30.0,ORTA,0,0
16831.0,PK4035-ESS,8691474984778,Esselte Plastik Klasör Geniş - Kırmızı,Klasör,Esselte,,20,,,Tanımsız,0,0,,ORTA,0,0
16829.0,PK4031-ESS,8691474994012,Esselte Plastik Klasör Geniş - Beyaz,Klasör,Esselte,,20,,,Tanımsız,0,0,10.0,ORTA,0,0
,,8691474000348,Esselte Plastik Klasör Dar - Yeşil,Klasör,Esselte,,20,,,Tanımsız,0,0,20.0,ORTA,0,0
,,8691474983238,Esselte Plastik Klasör Geniş - Mavi,Klasör,Esselte,,20,,,Tanımsız,0,0,24.0,ORTA,0,0
17106.0,FC-58,4005401743231,Faber Castell Pergel Parlak Renkler,Pergel,Faber Castell,,20,,,Tanımsız,0,0,,,0,0
16818.0,KK3145-ALM,8697417040150,Alemdar Karton Klasör Dar,Klasör,Alemdar,,20,,,Tanımsız,0,0,155.0,ORTA,0,0
16819.0,KK3146-ALM,37140,Alemdar Karton Klasör Geniş,Klasör,Alemdar,,20,,,Tanımsız,0,0,100.0,ORTA,0,0
,39166,8697417040181,Alemdar Karton Klasör Geniş Bağlı,Klasör,Alemdar,,20,,,Tanımsız,0,0,37.0,ORTA,0,0
16817.0,ALM-TELGRAF,8697417040167,ALEMDAR A5 TELGRAF KLASÖRÜ,Klasör,Alemdar,,20,,,Tanımsız,0,0,2.0,ORTA,0,0
,30535,,Hello Kity Puffy Sticker,Kitaplar,Keskin Color,,20,,,Tanımsız,0,0,,,0,0
16792.0,KSK-1,,Keskin Boyama Kitabı Niloya 20x28 8 Yp,Kitaplar,Keskin Color,,20,,,Tanımsız,0,0,,,0,0
16793.0,KSK-2,,Keskin Boyama Kitabı Niloya 20x28 8 Yp Çıkartmalı 1,Kitaplar,Keskin Color,,20,,,Tanımsız,0,0,,,0,0
16794.0,KSK-24,,Niloya Stickerli Aktivite Kitabı Karışık 20x28 8 Yp,Kitaplar,Keskin Color,,20,,,Tanımsız,0,0,,,0,0
16795.0,KSK-3,,Keskin Boyama Kitabı Niloya 20x28 8 Yp Çıkartmalı 2,Kitaplar,Keskin Color,,20,,,Tanımsız,0,0,,,0,0
16796.0,KSK-10,,Keskin Hikaye Kitabı Niloya Tosbik 20x28 8 Yp,Kitaplar,Keskin Color,,20,,,Tanımsız,0,0,,,0,0
16797.0,KSK-11,,Keskin Hikaye Kitabı Niloya Misafir Mete 20x28 8 Yp,Kitaplar,Keskin Color,,20,,,Tanımsız,0,0,,,0,0
16798.0,KSK-12,,Keskin Hikaye Kitabı Niloya Kar 20x28 8 Yp,Kitaplar,Keskin Color,,20,,,Tanımsız,0,0,,,0,0
16799.0,KSK-13,,Keskin Hikaye Kitabı Niloya Soğan 20x28 8 Yp,Kitaplar,Keskin Color,,20,,,Tanımsız,0,0,,,0,0
16800.0,KSK-14,,Keskin Hikaye Kitabı Niloya Yıldız 20x28 8 Yp,Kitaplar,Keskin Color,,20,,,Tanımsız,0,0,,,0,0
16801.0,KSK-15,,Keskin Hikaye Kitabı Niloya Buz 20x28 8 Yp,Kitaplar,Keskin Color,,20,,,Tanımsız,0,0,,,0,0
16802.0,KSK-16,,Keskin Hikaye Kitabı Niloya Domates 20x28 8 Yp,Kitaplar,Keskin Color,,20,,,Tanımsız,0,0,,,0,0
16803.0,KSK-17,,Keskin Hikaye Kitabı Niloya Ramazan Bayramı 20x28 8 Yp,Kitaplar,Keskin Color,,20,,,Tanımsız,0,0,,,0,0
16804.0,KSK-18,,Keskin Hikaye Kitabı Niloya Sahur 20x28 8 Yp,Kitaplar,Keskin Color,,20,,,Tanımsız,0,0,,,0,0
16805.0,KSK-19,,Keskin Hikaye Kitabı Niloya İftar 20x28 8 Yp,Kitaplar,Keskin Color,,20,,,Tanımsız,0,0,,,0,0
16806.0,KSK-20,,Keskin Hikaye Kitabı Niloya Paten 20x28 8 Yp,Kitaplar,Keskin Color,,20,,,Tanımsız,0,0,,,0,0
16807.0,KSK-21,,Keskin Hikaye Kitabı Niloya Yumurta 20x28 8 Yp,Kitaplar,Keskin Color,,20,,,Tanımsız,0,0,,,0,0
16808.0,KSK-22,,Keskin Hikaye Kitabı Niloya Basketbol 20x28 8 Yp,Kitaplar,Keskin Color,,20,,,Tanımsız,0,0,,,0,0
16809.0,KSK-23,,Keskin Hikaye Kitabı Niloya Kayıp 20x28 8 Yp,Kitaplar,Keskin Color,,20,,,Tanımsız,0,0,,,0,0
16810.0,KSK-4,,Keskin Hikaye Kitabı Arı Maya 20x28 8 Yp,Kitaplar,Keskin Color,,20,,,Tanımsız,0,0,,,0,0
16811.0,KSK-5,,Keskin Hikaye Kitabı Niloya Civciv Annesi 20x28 8 Yp,Kitaplar,Keskin Color,,20,,,Tanımsız,0,0,,,0,0
16812.0,KSK-6,,Keskin Hikaye Kitabı Niloya Çuval Yarışı 20x28 8 Yp,Kitaplar,Keskin Color,,20,,,Tanımsız,0,0,,,0,0
16813.0,KSK-7,,Keskin Hikaye Kitabı Niloya Gökkuşağı 20x28 8 Yp,Kitaplar,Keskin Color,,20,,,Tanımsız,0,0,,,0,0
16814.0,KSK-8,,Keskin Hikaye Kitabı Niloya Küsleri Barıştıralım 20x28 8 Yp,Kitaplar,Keskin Color,,20,,,Tanımsız,0,0,,,0,0
16815.0,KSK-9,,Keskin Hikaye Kitabı Niloya Süt 20x28 8 Yp,Kitaplar,Keskin Color,,20,,,Tanımsız,0,0,,,0,0
,50237,,Boyama Kitabı 4E,Kitaplar,Keskin Color,,20,,,Tanımsız,0,0,,,0,0
,27800025656,8691217093705,Mas 937 Çelik Kıskaç 51MM,Kıskaç,Mas,,20,,,Tanımsız,0,0,12.0,13,0,0
,278000256,8691217092500,Mas 925 Çelik Kıskaç 25 MM,Kıskaç,Mas,,20,,,Tanımsız,0,0,48.0,2013-11-01 00:00:00,0,0
,2780002565,8691217093507,Mas 935 Çelik Kıskaç 41MM,Kıskaç,Mas,,20,,,Tanımsız,0,0,36.0,13,0,0
16781.0,M0920,8691217092005,Mas 920 Çelik Kıskaç 19MM,Kıskaç,Mas,,20,,,Tanımsız,0,0,59.0,2013-11-01 00:00:00,0,0
,2780002564,8691217093002,Mas 930 Çelik Kıskaç 32MM,Kıskaç,Mas,,20,,,Tanımsız,0,0,34.0,2013-11-01 00:00:00,0,0
,5397,6923980360107,Kraf Klips 41 mm 441G,Kıskaç,Kraf,,20,,,Tanımsız,0,0,72.0,13,0,0
,164601,8680454913334,Kraf Klips Makinesi 370G,Kıskaç,Kraf,,20,,,Tanımsız,0,0,29.0,8,0,0
,5393,6923980360213,Kraf Klips 15 mm 415G,Kıskaç,Kraf,,20,,,Tanımsız,0,0,60.0,13,0,0
,5396,6923980360879,Kraf Klips 32 mm 432G,Kıskaç,Kraf,,20,,,Tanımsız,0,0,12.0,13,0,0
,164602,8680454913365,Kraf Klips Yedeği 50'li 380G,Kıskaç,Kraf,,20,,,Tanımsız,0,0,4.0,13,0,0
,5018323,8693245018323,Noki Permanent Marker Kesik Uç Mavi,Permanent Kalem,Noki,,20,,,Tanımsız,0,0,,,0,0
,5190,8691927461092,Kraf Permanent Markör Yuvarlak Uçlu Kalem Mavi,Permanent Kalem,Kraf,,20,,,Tanımsız,0,0,,,0,0
17144.0,FBC001-TKST-MRK-SY,4005401595021,Faber Castel Permanent Tekstil Markörü Siyah,Permanent Kalem,Faber Castell,,20,,,Tanımsız,0,0,,,0,0
17146.0,9915-KRMZ,8699433991720,Cassa Koli ve Kağıt Kalemi Kırmızı 9915,Permanent Kalem,Cassa,,20,,,Tanımsız,0,0,,,0,0
17120.0,BC-03,3086122000095,BIC 2000 PERMANENT MARKER SİYAH,Permanent Kalem,Bic,,20,,,Tanımsız,0,0,,,0,0
17122.0,BC-04,3086122000064,BIC 2000 PERMANENT MARKER MAVİ,Permanent Kalem,Bic,,20,,,Tanımsız,0,0,,,0,0
,20605,4006381333313,Stabilo Keçeli Kalem Pen-68 Siyah,Keçeli Kalem,Stabilo,,20,,,Tanımsız,0,0,60.0,66,0,0
17498.0,SCS-107,8690187378430,Scrikss Dna JEL 0.5 mm Siyah Tükenmez Kalem,Tükenmez Kalem,Scrikss,,20,,,Tanımsız,0,0,13.0,57,0,0
17147.0,BC-02,3086122000033,BIC 2000 PERMANENT MARKER KIRMIZI,Permanent Kalem,Bic,,20,,,Tanımsız,0,0,,,0,0
,11239,8681241128634,Adel Permanent Marker Yuvarlak Uç Siyah,Permanent Kalem,Adel,,20,,,Tanımsız,0,0,,,0,0
16774.0,SCH-200,4004675109200,Schneider Fiber Uçlu Kalem 16'lı 1.0 MM,Keçeli Kalem,Schneider,,20,,,Tanımsız,0,0,3.0,66,0,0
16765.0,PD-02,8697548850338,Play-doh Keçeli Kalem Pvc 2mm 12 Renk,Keçeli Kalem,Play-doh,,20,,,Tanımsız,0,0,17.0,36,0,0
,308335,8692404400047,Pensan Kidz Fırça Uçlu Keçeli Kalem 20 Renk 4000,Keçeli Kalem,Pensan,,20,,,Tanımsız,0,0,5.0,35,0,0
16762.0,65FLMSKY,8692404942103,Pensan 6500 Fineliner Keçe Uçlu 10 Renk Tükenmez Kalem,Keçeli Kalem,Pensan,,20,,,Tanımsız,0,0,5.0,65,0,0
17142.0,ADL-PRM-YU-MV,8681241128559,Adel Permanent Marker Yuvarlak Uç Mavi,Permanent Kalem,Adel,,20,,,Tanımsız,0,0,,,0,0
,1607069,8692404942141,Pensan 6300 Fineliner Keçe Uçlu 6 Renk Tükenmez Kalem,Keçeli Kalem,Pensan,,20,,,Tanımsız,0,0,32.0,65,0,0
17148.0,ADL0320,4201980032000,Adel Permanent Marker Yuvarlak Uçlu Kırmızı,Permanent Kalem,Adel,,20,,,Tanımsız,0,0,,,0,0
17270.0,RK4006-UNI,4902778552186,Uniball UB-157 Roller Kalem Eye Fine Bilye Uç 0.7 MM Turuncu,Roller Kalem,Uniball,6.83,20,8.2,,Tanımsız,0,0,0.0,57,0,0
16758.0,PNS-PST,8692404942134,Pensan Keçe Uçlu Kalem 0.4 mm 6'lı Pastel,Keçeli Kalem,Pensan,,20,,,Tanımsız,0,0,,,0,0
,308067,8692404990609,Pensan Kidz Keçeli Boya Kalemi 12 Renk,Keçeli Kalem,Pensan,,20,,,Tanımsız,0,0,12.0,36,0,0
16767.0,65FLMSKY4,8692404903296,Pensan 6500 Fineliner Keçe Uç 4 Renk Tükenmez Kalem,Keçeli Kalem,Pensan,,20,,,Tanımsız,0,0,20.0,65,0,0
,130062,8692404901520,Pensan Keçeli Kalem 3003 Kırmızı,Keçeli Kalem,Pensan,,20,,,Tanımsız,0,0,23.0,66,0,0
,130061,8692404901506,Pensan Keçeli Kalem 3003 Mavi,Keçeli Kalem,Pensan,,20,,,Tanımsız,0,0,9.0,66,0,0
,,8693245592311,Noki Seperatör 1-31 Rakamlı Plastik A4,Seperatör,Noki,,20,,,Tanımsız,0,0,59.0,75,0,0
,29912,4012700606136,Pelikan Silgi sp-30-Yeşil,Silgi,Pelikan,,20,,,Tanımsız,0,0,120.0,37,0,0
17569.0,FC-20,8690826169405,FC Sıvı Düzeltme Kalemi Su Bazlı 7 Gr,Sıvı Silici,Faber Castell,,20,,,Tanımsız,0,0,21.0,21,0,0
16756.0,FC-9,8681241100098,Faber Castell Yıkanabilir Keçeli Kalem 12 Renk,Keçeli Kalem,Faber Castell,,20,,,Tanımsız,0,0,5.0,35,0,0
,12935,8690826231027,Faber Castell Keçeli Kalem Siyah,Keçeli Kalem,Faber Castell,,20,,,Tanımsız,0,0,180.0,66,0,0
,11547,8690826231317,Faber Castell Keçeli Kalem Mavi,Keçeli Kalem,Faber Castell,,20,,,Tanımsız,0,0,119.0,66,0,0
16753.0,FBC0030,8690826231034,Faber Castell Keçeli Kalem Kırmızı,Keçeli Kalem,Faber Castell,,20,,,Tanımsız,0,0,92.0,66,0,0
16769.0,FBC1621,4005401516538,Faber Castell Grip Finepen 0.4 Mm Keçeli Kalem Turkuaz,Keçeli Kalem,Faber Castell,,20,,,Tanımsız,0,0,10.0,66,0,0
16770.0,FBC1653,4005401516217,Faber Castell Grip Finepen 0.4 Mm Keçeli Kalem Kırmızı,Keçeli Kalem,Faber Castell,,20,,,Tanımsız,0,0,9.0,66,0,0
16771.0,FBC1699,4005401516996,Faber Castell Grip Finepen 0.4 Mm Keçeli Kalem Siyah,Keçeli Kalem,Faber Castell,,20,,,Tanımsız,0,0,8.0,66,0,0
16754.0,BC-15,3086123249257,Bic Keçeli Boya Kalemi Visa XL Jumbo 12 Renk,Keçeli Kalem,Bic,,20,,,Tanımsız,0,0,5.0,36,0,0
